school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;F;*;U;LE3;T;2;2;other;other;course;*;1;1;0;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;12;10;13;12
GP;F;*;U;GT3;A;3;4;services;other;course;*;1;1;0;no;no;no;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;;16;12;11;11
GP;M;*;R;GT3;T;3;4;at_home;teacher;course;*;4;2;0;no;yes;yes;no;yes;yes;no;yes;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;0;9;0;0
GP;F;*;U;GT3;T;4;4;services;at_home;course;*;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;0;11;0;0
GP;M;*;R;GT3;T;3;4;at_home;other;course;*;3;2;0;no;no;yes;no;yes;yes;no;no;;3.0-5.0;;1.0-3.0;3.0-5.0;;0;10;0;0
GP;F;*;U;GT3;A;3;3;other;other;course;*;2;1;2;no;yes;yes;yes;no;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;4;0;0
GP;M;*;U;LE3;T;1;1;services;other;course;*;1;2;1;no;no;no;no;yes;yes;no;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;0;14;12;12
GP;F;*;U;GT3;T;4;4;teacher;teacher;course;*;2;1;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;16;16;15
GP;M;*;U;GT3;T;4;3;teacher;services;course;*;2;4;0;yes;yes;no;no;yes;yes;yes;no;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;7;9;0
GP;M;*;U;LE3;T;2;2;services;services;reputation;*;2;1;2;no;yes;no;yes;yes;yes;yes;no;1.0-3.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;8;9;9;9
GP;F;*;U;GT3;T;4;4;teacher;services;course;*;1;3;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;2;9;11;11
GP;F;*;U;LE3;T;1;1;at_home;at_home;course;*;1;1;0;no;no;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;2;14;14;13
GP;M;*;U;GT3;T;2;1;other;other;home;*;1;1;3;no;yes;no;no;yes;yes;yes;no;;3.0-5.0;;1.0-3.0;1.0-3.0;;0;5;0;0
GP;F;*;U;GT3;T;1;1;other;services;course;*;1;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;8;11;11
GP;F;*;U;GT3;T;3;2;health;services;home;*;1;2;3;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;6;7;0
GP;F;*;U;GT3;T;1;2;at_home;other;course;*;1;2;0;no;yes;yes;no;no;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;2;10;11;11
GP;M;*;U;GT3;T;4;4;teacher;teacher;course;*;1;1;0;no;yes;no;no;yes;no;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;7;6;0
GP;M;*;U;LE3;A;2;1;services;other;course;*;4;1;3;no;no;no;no;yes;yes;yes;no;3.0-5.0;;;1.0-3.0;;;0;8;9;10
GP;M;*;U;LE3;T;1;1;other;other;course;*;1;1;3;no;no;no;no;yes;no;yes;yes;1.0-3.0;3.0-5.0;;1.0-3.0;;3.0-5.0;0;6;5;0
GP;M;*;U;LE3;T;2;1;at_home;other;course;*;1;1;1;no;no;no;yes;yes;yes;no;yes;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;;6;12;13;14
GP;F;*;R;GT3;T;3;3;services;services;reputation;*;2;3;2;no;yes;yes;yes;yes;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;3.0-5.0;8;10;10;10
GP;M;*;U;GT3;T;3;2;services;at_home;home;*;1;1;3;no;yes;no;no;yes;no;yes;yes;3.0-5.0;;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;5;0;0
GP;F;*;U;GT3;T;4;4;other;teacher;course;*;1;1;0;yes;yes;no;no;yes;yes;no;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;11;11;12
GP;M;*;R;GT3;T;2;3;at_home;services;course;*;1;2;0;yes;no;yes;yes;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;2;11;8;8
GP;M;*;R;LE3;T;1;2;other;other;reputation;*;1;1;0;no;no;no;no;yes;yes;no;no;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;3.0-5.0;;8;16;12;13
GP;F;*;R;GT3;T;1;1;at_home;other;course;*;3;1;3;no;yes;no;yes;no;yes;no;no;;1.0-3.0;;1.0-3.0;;3.0-5.0;6;9;8;10
GP;M;*;R;GT3;T;2;2;at_home;other;course;*;3;1;0;no;no;yes;no;no;yes;no;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;17;15;15
GP;M;*;U;GT3;T;3;3;other;services;course;*;1;2;1;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;;;3.0-5.0;3.0-5.0;;4;10;12;12
GP;M;*;R;LE3;T;2;1;at_home;other;course;*;2;1;2;no;no;yes;yes;yes;no;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;7;6;0
GP;M;*;R;GT3;T;3;2;other;other;course;*;2;2;2;yes;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;6;5;9;7
GP;M;*;U;LE3;T;1;2;other;other;course;*;2;1;1;no;no;yes;yes;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;0;7;0;0
GP;M;*;U;GT3;T;1;3;at_home;services;course;*;1;1;0;no;no;yes;no;yes;no;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;2;10;10;10
GP;M;*;R;LE3;T;1;1;other;services;course;*;4;2;3;no;no;yes;yes;yes;no;no;yes;;3.0-5.0;;1.0-3.0;;;0;5;8;7
GP;M;*;U;GT3;T;3;2;services;services;course;*;2;1;1;no;yes;no;yes;no;no;no;no;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;16;12;11;12
GP;M;*;U;GT3;T;2;2;other;other;course;*;1;2;0;no;no;no;no;yes;no;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;3.0-5.0;3.0-5.0;4;10;10;10
GP;F;*;U;GT3;T;4;2;health;services;home;*;1;2;0;no;no;no;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;14;15;16
GP;F;*;U;GT3;T;2;2;other;other;home;*;1;2;0;no;yes;yes;no;no;yes;yes;no;;1.0-3.0;;1.0-3.0;1.0-3.0;3.0-5.0;0;6;7;0
GP;F;*;U;GT3;T;4;4;health;health;reputation;*;1;2;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;14;14;14
GP;M;*;U;GT3;T;3;4;other;other;course;*;3;1;2;no;yes;yes;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;3.0-5.0;1.0-3.0;0;6;5;0
GP;M;*;U;GT3;T;1;0;other;other;reputation;*;2;2;0;no;yes;yes;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;13;15;16
GP;M;*;U;LE3;T;4;4;teacher;other;reputation;*;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;0;13;11;10
GP;F;*;U;GT3;T;1;3;at_home;services;home;*;1;2;3;no;no;no;yes;no;yes;yes;yes;3.0-5.0;3.0-5.0;;1.0-3.0;1.0-3.0;3.0-5.0;0;8;7;0
GP;F;*;U;LE3;T;3;3;other;other;reputation;*;2;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;1.0-3.0;3.0-5.0;4;10;11;9
GP;M;*;U;LE3;T;4;3;teacher;other;course;*;2;2;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;4;10;9;9
GP;F;*;U;GT3;T;2;2;services;other;reputation;*;2;2;0;no;no;yes;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;2;13;13;11
GP;M;*;U;GT3;T;3;3;other;other;reputation;*;1;2;0;no;no;yes;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;4;6;5;6
GP;M;*;R;GT3;T;4;2;teacher;services;other;*;1;1;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;10;10;8;9
GP;M;*;U;GT3;T;4;3;other;other;course;*;1;2;0;no;yes;no;yes;yes;yes;yes;yes;;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;4;10;10;11
GP;M;*;U;GT3;T;4;3;teacher;other;home;*;1;2;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;10;9;8;8
GP;M;*;U;GT3;T;3;3;services;other;home;*;1;2;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;2;12;13;12
GP;F;*;U;GT3;T;2;4;services;services;reputation;*;1;2;0;no;yes;no;yes;yes;yes;no;no;;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;0;16;17;17
GP;F;*;U;LE3;T;3;3;other;other;reputation;*;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;56;9;9;8
GP;F;*;U;GT3;T;3;2;other;other;reputation;*;1;2;0;no;yes;no;no;yes;yes;yes;no;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;14;12;13;12
GP;M;*;U;GT3;T;3;3;services;services;other;*;1;2;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;12;12;12;11
GP;M;*;U;GT3;T;1;2;services;services;other;*;1;1;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;2;11;12;11
GP;M;*;U;LE3;T;2;1;other;other;course;*;1;2;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;;0;15;15;15
GP;F;*;U;GT3;A;3;3;health;other;reputation;*;1;2;0;no;yes;yes;no;no;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;6;8;7;9
GP;M;*;R;GT3;T;1;2;at_home;other;home;*;1;2;0;no;no;no;no;yes;yes;no;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;;3.0-5.0;4;8;9;10
GP;F;*;U;GT3;T;2;3;services;services;course;*;1;2;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;10;11;12;13
GP;F;*;U;GT3;T;1;1;at_home;services;course;*;1;2;0;no;no;no;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;8;8;9
GP;M;*;U;GT3;T;1;2;at_home;services;other;*;2;2;0;no;no;no;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;;12;7;8;8
GP;M;*;R;GT3;T;3;3;services;services;reputation;*;1;1;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;;8;8;9;10
GP;M;*;U;GT3;T;2;3;other;other;home;*;2;1;0;no;no;no;no;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;13;14;14
GP;F;*;U;LE3;T;2;4;services;services;course;*;1;2;0;no;no;yes;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;14;15;15
GP;M;*;U;GT3;T;4;4;services;teacher;home;*;1;1;0;no;no;yes;no;yes;yes;yes;no;;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;;4;17;15;16
GP;M;*;R;LE3;T;3;3;teacher;other;home;*;3;1;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;3.0-5.0;8;9;9;10
GP;F;*;U;GT3;T;4;4;services;teacher;home;*;2;1;1;no;yes;no;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;24;18;18;18
GP;F;*;U;LE3;T;4;4;teacher;teacher;reputation;*;1;2;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;9;9;10
GP;F;*;U;GT3;T;4;3;health;other;home;*;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;;1.0-3.0;2;16;16;16
GP;F;*;U;GT3;T;2;3;other;other;reputation;*;1;2;0;yes;yes;no;yes;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;6;8;10;10
GP;F;*;U;GT3;T;1;1;other;other;course;*;1;2;0;no;yes;no;no;no;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;4;9;9;10
GP;F;*;R;GT3;T;2;2;other;other;reputation;*;1;1;0;no;yes;no;no;yes;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;18;7;6;6
GP;F;*;R;GT3;T;2;2;services;services;reputation;*;2;4;0;no;yes;yes;yes;no;yes;yes;no;;3.0-5.0;;1.0-3.0;1.0-3.0;;6;10;10;11
GP;F;*;U;GT3;T;3;4;at_home;services;home;*;1;3;1;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;28;10;9;9
GP;F;*;U;GT3;A;3;1;services;other;course;*;1;2;3;no;yes;no;no;yes;yes;yes;no;1.0-3.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;5;7;7;7
GP;F;*;U;GT3;T;4;3;teacher;other;other;*;1;2;0;no;no;yes;yes;yes;yes;yes;yes;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;10;11;12;13
GP;F;*;U;GT3;T;1;1;at_home;other;home;*;2;1;0;no;yes;no;no;yes;yes;no;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;6;9;9;10
GP;F;*;R;GT3;T;4;3;teacher;other;reputation;*;2;3;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;6;7;7;7
GP;F;*;U;GT3;T;3;3;other;other;reputation;*;1;4;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;10;8;8;8
GP;M;*;U;LE3;T;4;4;services;other;home;*;1;2;0;no;yes;no;no;yes;yes;yes;yes;;3.0-5.0;;3.0-5.0;;3.0-5.0;13;12;12;13
GP;F;*;U;GT3;A;2;2;other;other;reputation;*;1;2;0;yes;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;12;13;14
GP;M;*;U;GT3;T;2;2;services;other;home;*;1;2;1;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;15;6;7;8
GP;F;*;R;LE3;T;4;4;services;other;other;*;1;1;0;no;yes;yes;no;yes;yes;no;no;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;12;8;10;10
GP;F;*;U;LE3;T;3;2;other;other;reputation;*;2;2;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;2;14;15;15
GP;F;*;U;GT3;T;4;3;other;other;reputation;*;1;2;2;no;no;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;;1.0-3.0;3.0-5.0;1.0-3.0;22;6;6;4
GP;M;*;U;LE3;T;3;3;services;health;home;*;1;2;1;no;yes;no;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;13;6;6;8
GP;F;*;U;GT3;T;2;3;at_home;other;home;*;2;1;0;no;yes;yes;no;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;3;7;7;8
GP;F;*;U;GT3;T;2;2;at_home;at_home;course;*;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;9;10;10
GP;F;*;R;GT3;T;2;1;at_home;services;reputation;*;2;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;;1.0-3.0;1.0-3.0;;2;6;6;6
GP;F;*;U;GT3;T;1;1;at_home;other;reputation;*;1;3;1;no;yes;no;yes;yes;yes;no;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;0;6;5;0
GP;F;*;U;GT3;T;2;3;services;teacher;other;*;1;2;0;yes;no;yes;no;yes;yes;yes;no;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;16;16;17
GP;M;*;U;GT3;T;2;2;other;other;home;*;2;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;;;3.0-5.0;0;12;13;13
GP;F;*;U;GT3;T;4;4;teacher;services;home;*;1;3;0;no;yes;no;yes;no;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;13;13;14
GP;F;*;R;GT3;T;3;1;other;other;reputation;*;1;2;1;no;no;no;yes;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;16;9;8;7
GP;F;*;U;GT3;T;3;2;other;other;course;*;1;2;0;no;no;no;yes;no;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;10;16;15;15
GP;M;*;U;LE3;T;2;3;services;services;reputation;*;1;2;0;no;yes;yes;no;no;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;2;12;11;12
GP;M;*;U;LE3;T;2;1;at_home;other;course;*;4;2;0;yes;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;3.0-5.0;14;10;8;9
GP;F;*;U;GT3;A;2;1;other;other;course;*;2;3;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;10;12;10;12
GP;F;*;U;LE3;T;4;3;health;other;reputation;*;1;2;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;14;13;13;14
GP;M;*;R;GT3;T;2;2;other;other;course;*;2;2;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;4;11;11;11
GP;M;*;U;GT3;T;4;4;teacher;teacher;reputation;*;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;3.0-5.0;;;1.0-3.0;3.0-5.0;1.0-3.0;14;11;9;9
GP;M;*;U;GT3;T;4;4;health;other;reputation;*;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;2;14;13;13
GP;M;*;U;LE3;T;1;1;other;other;home;*;2;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;18;9;7;6
GP;M;*;U;GT3;T;3;2;at_home;other;reputation;*;2;3;0;no;no;no;yes;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;10;11;9;10
GP;M;*;U;LE3;T;2;2;other;other;home;*;1;2;0;no;no;no;yes;no;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;;;3.0-5.0;4;14;13;13
GP;F;*;U;GT3;T;2;1;other;other;home;*;1;1;0;no;no;no;no;yes;yes;yes;yes;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;;20;13;12;12
GP;F;*;R;GT3;T;2;1;at_home;services;course;*;3;2;0;no;no;no;yes;yes;yes;no;no;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;13;11;11
GP;M;*;U;GT3;T;2;2;other;services;reputation;*;1;2;1;no;no;yes;no;yes;no;yes;no;;;3.0-5.0;3.0-5.0;;1.0-3.0;0;7;7;0
GP;M;*;U;LE3;T;4;3;health;other;course;*;2;2;0;no;no;yes;yes;yes;yes;yes;yes;1.0-3.0;;;1.0-3.0;3.0-5.0;;14;12;12;12
GP;M;*;R;LE3;A;4;4;teacher;other;course;*;2;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;2;10;11;12
GP;M;*;U;LE3;T;4;3;teacher;other;course;*;1;1;0;no;no;yes;yes;no;yes;yes;no;;3.0-5.0;;1.0-3.0;1.0-3.0;3.0-5.0;0;6;0;0
GP;M;*;U;GT3;T;4;4;services;services;course;*;1;1;0;no;no;yes;yes;yes;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;13;12;12
GP;F;*;U;GT3;T;2;1;other;other;course;*;2;3;0;no;yes;yes;no;no;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;7;0;0
GP;M;*;U;GT3;T;2;1;other;other;course;*;3;1;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;6;18;18;18
GP;M;*;U;GT3;T;2;3;other;other;course;*;2;1;0;no;no;no;no;yes;yes;yes;no;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;4;12;12;13
GP;M;*;U;GT3;T;3;1;services;services;other;*;1;1;3;no;no;no;no;no;no;yes;yes;;3.0-5.0;;;;1.0-3.0;16;6;8;8
GP;M;*;R;LE3;T;3;3;other;services;course;*;1;2;1;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;8;3;5;5
GP;M;*;U;GT3;T;0;2;other;other;other;*;1;1;0;no;no;no;no;no;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;0;13;15;15
GP;M;*;U;GT3;T;3;2;services;other;course;*;2;1;1;no;no;yes;no;yes;no;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;3.0-5.0;;0;6;8;8
GP;M;*;U;GT3;T;3;3;at_home;other;reputation;*;3;2;0;yes;yes;no;no;no;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;6;7;10;10
GP;M;*;U;GT3;T;2;1;services;services;other;*;1;1;1;no;no;no;no;no;no;yes;no;3.0-5.0;1.0-3.0;;1.0-3.0;;;4;6;9;8
GP;M;*;R;GT3;T;2;1;other;other;course;*;2;1;0;no;no;yes;yes;no;yes;no;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;3.0-5.0;0;8;9;8
GP;M;*;R;GT3;T;2;1;other;other;course;*;1;1;0;no;no;no;no;no;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;0;8;12;12
GP;M;*;U;LE3;T;1;1;health;other;course;*;2;1;1;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;2;7;9;8
GP;F;*;U;LE3;T;4;2;teacher;services;reputation;*;1;4;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;6;14;12;13
GP;M;*;U;LE3;A;4;3;services;at_home;reputation;*;1;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;12;11;11;11
GP;M;*;U;GT3;T;2;1;other;other;home;*;1;2;0;no;no;yes;yes;yes;yes;yes;no;;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;8;15;14;14
GP;F;*;U;LE3;T;2;2;services;services;course;*;1;4;0;no;no;yes;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;0;10;9;0
GP;F;*;U;GT3;T;4;3;services;other;home;*;1;2;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;1.0-3.0;21;17;18;18
GP;M;*;U;GT3;T;4;3;teacher;other;course;*;1;2;0;no;yes;no;no;no;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;8;8;8
GP;M;*;R;GT3;T;3;2;other;other;course;*;1;3;0;no;no;yes;yes;no;yes;no;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;1;13;12;12
GP;F;*;U;GT3;T;3;3;other;other;home;*;1;3;0;no;no;no;yes;no;yes;no;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;10;9;9
GP;F;*;U;GT3;T;2;2;at_home;services;home;*;1;3;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;9;10;0
